

TEMP PH ORP EC TDS SAL SG DO SAT TIME
18.421 7.45 70.90 18080.00 9766.00 10.65 1.01 6.56 69.60 15:47:23 D/M/Y:25/10/2017
18.267 7.45 71.10 18160.00 9810.00 10.70 1.01 7.07 75.00 15:52:23 D/M/Y:25/10/2017
18.407 7.45 71.50 18130.00 9795.00 10.68 1.01 6.54 69.60 15:57:24 D/M/Y:25/10/2017
18.441 7.44 71.40 18160.00 9808.00 10.70 1.01 6.49 69.10 16:2:25 D/M/Y:25/10/2017
18.448 7.43 71.60 18220.00 9839.00 10.74 1.01 6.35 67.70 16:7:25 D/M/Y:25/10/2017
18.442 7.44 71.70 18130.00 9792.00 10.68 1.01 6.75 71.90 16:12:26 D/M/Y:25/10/2017
18.266 7.41 71.80 18190.00 9825.00 10.72 1.01 6.87 73.20 16:17:27 D/M/Y:25/10/2017
18.194 7.38 72.00 17940.00 9689.00 10.56 1.01 6.57 69.50 16:22:27 D/M/Y:25/10/2017
18.345 7.39 72.10 18140.00 9800.00 10.69 1.01 6.19 65.80 16:27:28 D/M/Y:25/10/2017
18.172 7.39 72.30 18120.00 9786.00 10.67 1.01 6.58 70.00 16:32:29 D/M/Y:25/10/2017
18.166 7.38 72.10 18080.00 9767.00 10.65 1.01 6.62 70.10 16:37:29 D/M/Y:25/10/2017
18.016 7.37 72.20 17850.00 9641.00 10.50 1.01 6.49 68.80 16:42:30 D/M/Y:25/10/2017
18.000 7.36 72.60 17780.00 9605.00 10.46 1.01 6.20 65.50 16:47:31 D/M/Y:25/10/2017
18.018 7.37 72.80 17930.00 9685.00 10.55 1.01 6.30 66.60 16:52:31 D/M/Y:25/10/2017
17.998 7.35 72.80 17760.00 9595.00 10.44 1.01 6.43 67.90 16:57:32 D/M/Y:25/10/2017
18.021 7.34 73.00 17750.00 9587.00 10.43 1.01 6.28 66.30 17:2:33 D/M/Y:25/10/2017
17.866 7.33 73.10 17750.00 9585.00 10.43 1.01 6.29 66.50 17:7:33 D/M/Y:25/10/2017
17.924 7.33 73.10 17740.00 9584.00 10.43 1.01 6.25 65.80 17:12:34 D/M/Y:25/10/2017
17.906 7.33 73.10 17700.00 9561.00 10.40 1.01 6.21 65.50 17:17:35 D/M/Y:25/10/2017
17.761 7.32 72.80 17600.00 9504.00 10.33 1.01 6.35 67.00 17:22:35 D/M/Y:25/10/2017
17.943 7.31 72.70 17540.00 9474.00 10.30 1.01 6.19 65.30 17:27:36 D/M/Y:25/10/2017
17.774 7.31 72.80 17520.00 9464.00 10.29 1.01 6.06 63.90 17:32:37 D/M/Y:25/10/2017
17.937 7.30 72.50 17540.00 9473.00 10.30 1.01 6.19 65.10 17:37:37 D/M/Y:25/10/2017
17.909 7.29 72.50 17450.00 9425.00 10.24 1.01 6.05 63.80 17:42:38 D/M/Y:25/10/2017
17.913 7.30 72.10 17650.00 9533.00 10.37 1.01 5.99 63.20 17:47:39 D/M/Y:25/10/2017
17.898 7.30 71.60 17630.00 9520.00 10.35 1.01 5.98 63.00 17:52:39 D/M/Y:25/10/2017
17.873 7.28 71.60 17480.00 9442.00 10.26 1.01 6.16 64.90 17:57:40 D/M/Y:25/10/2017
17.843 7.27 71.40 17340.00 9365.00 10.17 1.01 5.95 62.70 18:2:41 D/M/Y:25/10/2017
17.814 7.26 71.50 17300.00 9346.00 10.15 1.01 5.86 61.60 18:7:41 D/M/Y:25/10/2017
17.651 7.25 71.40 17290.00 9341.00 10.14 1.01 5.83 61.30 18:12:42 D/M/Y:25/10/2017
17.687 7.25 71.50 17340.00 9363.00 10.17 1.01 5.80 60.80 18:17:43 D/M/Y:25/10/2017
17.680 7.24 71.30 17290.00 9338.00 10.14 1.01 5.74 60.20 18:22:43 D/M/Y:25/10/2017
17.560 7.24 70.70 17190.00 9284.00 10.07 1.01 5.76 60.40 18:27:44 D/M/Y:25/10/2017
17.554 7.22 71.40 17150.00 9265.00 10.05 1.01 5.67 59.30 18:32:45 D/M/Y:25/10/2017
17.534 7.23 71.40 17150.00 9265.00 10.05 1.01 5.47 57.20 18:37:45 D/M/Y:25/10/2017
17.375 7.21 71.30 17140.00 9259.00 10.04 1.01 5.49 57.20 18:42:46 D/M/Y:25/10/2017
17.363 7.19 70.40 17030.00 9198.00 9.97 1.01 5.51 57.40 18:47:47 D/M/Y:25/10/2017
17.382 7.20 69.80 17130.00 9250.00 10.03 1.01 5.46 56.90 18:52:47 D/M/Y:25/10/2017
17.385 7.20 69.40 17080.00 9225.00 10.00 1.01 5.34 55.70 18:57:48 D/M/Y:25/10/2017
17.342 7.17 69.30 16920.00 9141.00 9.90 1.01 5.42 56.50 19:2:49 D/M/Y:25/10/2017
17.185 7.16 69.10 16890.00 9125.00 9.88 1.01 5.18 53.80 19:7:49 D/M/Y:25/10/2017
17.166 7.15 69.00 16870.00 9110.00 9.86 1.01 5.16 53.60 19:12:50 D/M/Y:25/10/2017
17.117 7.15 68.90 16830.00 9088.00 9.84 1.01 5.22 54.20 19:17:51 D/M/Y:25/10/2017
17.081 7.15 68.50 16820.00 9083.00 9.83 1.01 5.06 52.40 19:22:51 D/M/Y:25/10/2017
16.801 7.13 68.10 16740.00 9042.00 9.78 1.01 5.14 53.20 19:27:52 D/M/Y:25/10/2017
16.831 7.12 68.00 16780.00 9062.00 9.80 1.01 4.79 49.40 19:32:53 D/M/Y:25/10/2017
16.968 7.14 66.90 16890.00 9122.00 9.88 1.01 5.16 53.30 19:37:53 D/M/Y:25/10/2017
16.980 7.14 14.50 16890.00 9121.00 9.87 1.01 4.95 51.20 19:42:54 D/M/Y:25/10/2017
16.945 7.12 -9.60 16800.00 9074.00 9.82 1.01 5.03 52.00 19:47:55 D/M/Y:25/10/2017
16.806 7.13 -11.10 16800.00 9074.00 9.82 1.01 5.17 53.20 19:52:55 D/M/Y:25/10/2017
16.589 7.11 12.00 16750.00 9050.00 9.79 1.01 4.91 50.40 19:57:56 D/M/Y:25/10/2017
16.712 7.12 -12.40 16830.00 9090.00 9.84 1.01 5.10 52.50 20:2:57 D/M/Y:25/10/2017
16.742 7.13 -20.90 16830.00 9090.00 9.83 1.01 5.11 52.50 20:7:57 D/M/Y:25/10/2017
16.611 7.12 -22.10 16720.00 9032.00 9.76 1.01 5.10 52.40 20:12:58 D/M/Y:25/10/2017
16.609 7.12 -8.80 16770.00 9056.00 9.79 1.01 5.10 52.30 20:17:59 D/M/Y:25/10/2017
16.776 7.12 -17.20 16810.00 9080.00 9.82 1.01 5.13 52.70 20:22:59 D/M/Y:25/10/2017
16.624 7.12 -19.10 16730.00 9038.00 9.77 1.01 4.95 51.00 20:28:0 D/M/Y:25/10/2017
16.611 7.12 -15.30 16760.00 9051.00 9.79 1.01 5.00 51.40 20:33:1 D/M/Y:25/10/2017
16.602 7.13 -6.80 16780.00 9062.00 9.80 1.01 4.97 51.00 20:38:2 D/M/Y:25/10/2017
16.442 7.13 -1.40 16750.00 9049.00 9.79 1.01 5.06 51.90 20:43:2 D/M/Y:25/10/2017
16.467 7.13 3.70 16770.00 9060.00 9.80 1.01 4.84 49.50 20:48:3 D/M/Y:25/10/2017
16.501 7.13 8.60 16800.00 9077.00 9.82 1.01 5.06 51.80 20:53:4 D/M/Y:25/10/2017
16.510 7.13 6.60 16750.00 9049.00 9.78 1.01 5.05 51.70 20:58:4 D/M/Y:25/10/2017
16.477 7.12 14.90 16720.00 9029.00 9.76 1.01 5.08 52.00 21:3:5 D/M/Y:25/10/2017
16.276 7.12 22.30 16690.00 9013.00 9.74 1.01 4.95 50.60 21:8:6 D/M/Y:25/10/2017
16.480 7.13 26.70 16740.00 9044.00 9.78 1.01 5.02 51.40 21:13:6 D/M/Y:25/10/2017
16.464 7.16 19.60 16120.00 8706.00 9.38 1.01 5.18 53.00 21:18:7 D/M/Y:25/10/2017
16.317 7.16 18.00 16390.00 8855.00 9.55 1.01 5.58 56.90 21:23:8 D/M/Y:25/10/2017
16.317 7.15 19.80 16390.00 8854.00 9.55 1.01 5.41 55.20 21:28:8 D/M/Y:25/10/2017
16.307 7.18 22.30 16050.00 8672.00 9.34 1.01 5.74 58.50 21:33:9 D/M/Y:25/10/2017
16.289 7.18 21.20 15320.00 8275.00 8.88 1.01 5.26 53.60 21:38:10 D/M/Y:25/10/2017
16.272 7.19 24.80 15890.00 8585.00 9.24 1.01 5.74 58.50 21:43:10 D/M/Y:25/10/2017
16.235 7.21 29.40 15380.00 8306.00 8.91 1.01 5.87 59.80 21:48:11 D/M/Y:25/10/2017
16.270 7.18 23.40 15850.00 8560.00 9.21 1.01 5.79 58.90 21:53:12 D/M/Y:25/10/2017
16.263 7.29 23.10 13890.00 7505.00 7.99 1.01 6.21 63.30 21:58:12 D/M/Y:25/10/2017
16.253 7.30 26.20 13660.00 7379.00 7.84 1.01 6.39 65.10 22:3:13 D/M/Y:25/10/2017
16.277 7.31 28.80 13600.00 7346.00 7.81 1.01 6.41 65.30 22:8:14 D/M/Y:25/10/2017
16.270 7.30 36.10 13500.00 7290.00 7.74 1.01 6.59 67.10 22:13:14 D/M/Y:25/10/2017
16.259 7.32 41.30 13430.00 7254.00 7.70 1.01 6.66 67.90 22:18:15 D/M/Y:25/10/2017
16.427 7.29 45.10 13950.00 7535.00 8.02 1.01 6.35 64.90 22:23:16 D/M/Y:25/10/2017
16.431 7.31 46.50 14530.00 7849.00 8.39 1.01 6.37 65.10 22:28:16 D/M/Y:25/10/2017
16.458 7.30 49.50 14750.00 7966.00 8.52 1.01 6.49 66.40 22:33:17 D/M/Y:25/10/2017
16.478 7.32 51.80 14920.00 8058.00 8.63 1.01 6.53 66.90 22:38:18 D/M/Y:25/10/2017
16.456 7.39 51.90 15350.00 8289.00 8.90 1.01 7.38 75.50 22:43:18 D/M/Y:25/10/2017
16.445 7.43 52.10 15380.00 8310.00 8.92 1.01 7.27 74.30 22:48:19 D/M/Y:25/10/2017
16.470 7.39 53.30 15420.00 8329.00 8.94 1.01 6.98 71.40 22:53:20 D/M/Y:25/10/2017
16.463 7.43 56.00 16250.00 8776.00 9.46 1.01 7.30 74.70 22:58:20 D/M/Y:25/10/2017
16.617 7.45 58.30 16150.00 8722.00 9.40 1.01 7.75 79.30 23:3:21 D/M/Y:25/10/2017
16.637 7.49 60.80 16930.00 9144.00 9.90 1.01 8.03 82.50 23:8:22 D/M/Y:25/10/2017
16.514 7.49 62.60 16860.00 9106.00 9.85 1.01 7.76 79.70 23:13:22 D/M/Y:25/10/2017
16.681 7.47 64.30 16630.00 8984.00 9.71 1.01 7.91 81.30 23:18:23 D/M/Y:25/10/2017
16.471 7.47 65.50 16710.00 9026.00 9.76 1.01 7.83 80.10 23:23:24 D/M/Y:25/10/2017
16.688 7.49 66.70 16930.00 9143.00 9.90 1.01 8.08 83.10 23:28:24 D/M/Y:25/10/2017
16.688 7.49 67.30 16920.00 9138.00 9.89 1.01 8.00 82.30 23:33:25 D/M/Y:25/10/2017
16.695 7.50 67.90 16940.00 9148.00 9.90 1.01 7.94 81.60 23:38:26 D/M/Y:25/10/2017
16.665 7.50 69.40 16920.00 9140.00 9.89 1.01 7.72 79.30 23:43:26 D/M/Y:25/10/2017
16.662 7.50 70.40 16960.00 9161.00 9.92 1.01 7.81 80.20 23:48:27 D/M/Y:25/10/2017
16.545 7.50 71.50 17010.00 9185.00 9.95 1.01 8.10 83.20 23:53:28 D/M/Y:25/10/2017
16.692 7.52 72.20 17070.00 9218.00 9.98 1.01 8.22 84.50 23:58:28 D/M/Y:25/10/2017
16.840 7.55 72.80 16950.00 9154.00 9.91 1.01 8.24 84.90 0:3:29 D/M/Y:26/10/2017
16.853 7.58 73.60 16810.00 9078.00 9.82 1.01 8.32 85.80 0:8:30 D/M/Y:26/10/2017
16.847 7.57 74.40 16900.00 9128.00 9.88 1.01 8.44 87.00 0:13:31 D/M/Y:26/10/2017
16.847 7.58 74.90 16720.00 9029.00 9.77 1.01 8.47 87.40 0:18:31 D/M/Y:26/10/2017
16.970 7.58 75.60 16690.00 9016.00 9.75 1.01 8.39 86.80 0:23:32 D/M/Y:26/10/2017
16.980 7.57 75.90 16750.00 9048.00 9.79 1.01 8.31 85.90 0:28:33 D/M/Y:26/10/2017
17.017 7.58 76.50 16680.00 9011.00 9.75 1.01 8.42 87.10 0:33:33 D/M/Y:26/10/2017
17.027 7.58 76.90 16590.00 8958.00 9.68 1.01 8.09 83.70 0:38:34 D/M/Y:26/10/2017
17.005 7.58 77.30 16640.00 8987.00 9.72 1.01 8.19 84.80 0:43:35 D/M/Y:26/10/2017
17.001 7.57 77.70 16710.00 9026.00 9.76 1.01 8.16 84.50 0:48:35 D/M/Y:26/10/2017
17.004 7.57 78.40 16660.00 8998.00 9.73 1.01 8.09 83.70 0:53:36 D/M/Y:26/10/2017
17.021 7.57 78.60 16700.00 9018.00 9.75 1.01 7.71 79.80 0:58:37 D/M/Y:26/10/2017
17.017 7.57 78.50 16700.00 9021.00 9.76 1.01 8.26 85.50 1:3:37 D/M/Y:26/10/2017
17.019 7.56 79.00 16710.00 9023.00 9.76 1.01 8.01 82.90 1:8:38 D/M/Y:26/10/2017
17.033 7.57 79.40 16740.00 9040.00 9.78 1.01 7.89 81.70 1:13:39 D/M/Y:26/10/2017
17.025 7.57 79.80 16670.00 9006.00 9.74 1.01 8.26 85.50 1:18:39 D/M/Y:26/10/2017
17.010 7.57 79.90 16680.00 9010.00 9.74 1.01 7.85 81.30 1:23:40 D/M/Y:26/10/2017
16.864 7.57 80.80 16620.00 8975.00 9.70 1.01 7.78 80.50 1:28:41 D/M/Y:26/10/2017
16.987 7.57 81.00 16630.00 8982.00 9.71 1.01 8.21 84.80 1:33:41 D/M/Y:26/10/2017
16.992 7.57 81.30 16670.00 9006.00 9.74 1.01 8.05 83.30 1:38:42 D/M/Y:26/10/2017
17.001 7.57 81.80 16590.00 8958.00 9.68 1.01 7.67 79.30 1:43:43 D/M/Y:26/10/2017
17.259 7.57 81.90 16580.00 8956.00 9.68 1.01 7.86 81.30 1:48:43 D/M/Y:26/10/2017
17.043 7.57 82.20 16560.00 8947.00 9.67 1.01 7.98 82.60 1:53:44 D/M/Y:26/10/2017
17.040 7.56 82.40 16570.00 8950.00 9.67 1.01 8.12 84.10 1:58:45 D/M/Y:26/10/2017
17.051 7.57 82.80 16410.00 8863.00 9.57 1.01 8.06 83.50 2:3:45 D/M/Y:26/10/2017
17.054 7.58 82.90 16340.00 8824.00 9.53 1.01 8.25 85.50 2:8:46 D/M/Y:26/10/2017
17.186 7.59 82.90 16260.00 8781.00 9.48 1.01 8.21 85.00 2:13:47 D/M/Y:26/10/2017
17.167 7.61 83.20 16100.00 8698.00 9.38 1.01 8.43 87.60 2:18:47 D/M/Y:26/10/2017
17.004 7.62 83.50 16190.00 8745.00 9.43 1.01 8.40 86.90 2:23:48 D/M/Y:26/10/2017
16.882 7.62 83.80 16150.00 8721.00 9.41 1.01 8.45 87.40 2:28:49 D/M/Y:26/10/2017
16.881 7.61 84.30 16200.00 8748.00 9.44 1.01 8.44 87.50 2:33:50 D/M/Y:26/10/2017
17.060 7.60 84.40 16220.00 8759.00 9.45 1.01 8.19 84.80 2:38:50 D/M/Y:26/10/2017
17.067 7.61 85.00 16200.00 8749.00 9.44 1.01 8.34 86.40 2:43:51 D/M/Y:26/10/2017
17.060 7.61 85.00 16210.00 8758.00 9.45 1.01 8.35 86.60 2:48:52 D/M/Y:26/10/2017
17.083 7.61 85.80 16210.00 8757.00 9.45 1.01 8.13 84.30 2:53:52 D/M/Y:26/10/2017
17.089 7.60 86.00 16190.00 8745.00 9.43 1.01 7.65 79.30 2:58:53 D/M/Y:26/10/2017
16.955 7.61 86.00 16210.00 8755.00 9.44 1.01 8.00 82.70 3:3:54 D/M/Y:26/10/2017
17.107 7.60 86.30 16280.00 8796.00 9.49 1.01 8.28 85.60 3:8:54 D/M/Y:26/10/2017
16.881 7.60 86.50 16260.00 8781.00 9.48 1.01 8.16 84.40 3:13:55 D/M/Y:26/10/2017
16.853 7.61 86.90 16310.00 8807.00 9.51 1.01 8.25 85.10 3:18:56 D/M/Y:26/10/2017
17.117 7.60 87.00 16270.00 8790.00 9.49 1.01 7.99 82.50 3:23:56 D/M/Y:26/10/2017
17.164 7.60 86.90 16260.00 8781.00 9.48 1.01 8.17 84.70 3:28:57 D/M/Y:26/10/2017
16.900 7.60 87.60 16220.00 8759.00 9.45 1.01 8.29 85.70 3:33:58 D/M/Y:26/10/2017
16.892 7.60 87.60 16250.00 8778.00 9.47 1.01 8.36 86.30 3:38:58 D/M/Y:26/10/2017
16.880 7.60 87.70 16250.00 8775.00 9.47 1.01 8.31 85.80 3:43:59 D/M/Y:26/10/2017
16.906 7.60 87.70 16310.00 8811.00 9.51 1.01 8.27 85.10 3:49:0 D/M/Y:26/10/2017
16.906 7.61 87.90 16240.00 8774.00 9.47 1.01 7.81 80.70 3:54:0 D/M/Y:26/10/2017
16.711 7.60 88.30 16250.00 8777.00 9.47 1.01 7.94 82.00 3:59:1 D/M/Y:26/10/2017
16.746 7.61 88.20 16310.00 8811.00 9.51 1.01 8.08 83.10 4:4:2 D/M/Y:26/10/2017
16.738 7.61 88.40 16290.00 8801.00 9.50 1.01 8.27 85.10 4:9:2 D/M/Y:26/10/2017
16.748 7.61 88.50 16270.00 8788.00 9.48 1.01 7.93 81.80 4:14:3 D/M/Y:26/10/2017
16.895 7.61 88.80 16260.00 8785.00 9.48 1.01 7.52 77.70 4:19:4 D/M/Y:26/10/2017
16.900 7.61 89.00 16270.00 8787.00 9.48 1.01 7.82 80.70 4:24:4 D/M/Y:26/10/2017
16.623 7.61 89.40 16310.00 8810.00 9.51 1.01 8.08 83.20 4:29:5 D/M/Y:26/10/2017
16.719 7.60 89.70 16380.00 8845.00 9.55 1.01 8.19 84.10 4:34:6 D/M/Y:26/10/2017
16.900 7.60 90.00 16340.00 8827.00 9.53 1.01 8.25 84.90 4:39:6 D/M/Y:26/10/2017
16.858 7.61 90.00 16300.00 8804.00 9.50 1.01 8.40 86.70 4:44:7 D/M/Y:26/10/2017
16.692 7.60 90.50 16330.00 8821.00 9.52 1.01 8.07 83.30 4:49:8 D/M/Y:26/10/2017
16.821 7.59 90.80 16340.00 8826.00 9.53 1.01 8.15 84.10 4:54:8 D/M/Y:26/10/2017
16.641 7.59 90.80 16380.00 8845.00 9.55 1.01 8.36 86.20 4:59:9 D/M/Y:26/10/2017
16.633 7.59 91.30 16450.00 8883.00 9.59 1.01 7.98 82.00 5:4:10 D/M/Y:26/10/2017
16.666 7.58 91.60 16490.00 8909.00 9.62 1.01 8.10 83.20 5:9:11 D/M/Y:26/10/2017
16.669 7.54 91.80 16570.00 8948.00 9.67 1.01 8.20 84.20 5:14:11 D/M/Y:26/10/2017
16.548 7.52 92.00 16560.00 8944.00 9.66 1.01 7.74 79.50 5:19:12 D/M/Y:26/10/2017
16.773 7.50 92.20 16640.00 8985.00 9.71 1.01 7.86 80.60 5:24:13 D/M/Y:26/10/2017
16.404 7.49 92.50 16590.00 8959.00 9.68 1.01 7.95 81.50 5:29:13 D/M/Y:26/10/2017
16.579 7.48 92.70 16580.00 8953.00 9.67 1.01 7.96 81.40 5:34:14 D/M/Y:26/10/2017
16.558 7.47 92.90 16550.00 8938.00 9.65 1.01 7.83 80.30 5:39:15 D/M/Y:26/10/2017
16.553 7.47 93.10 16590.00 8963.00 9.68 1.01 7.95 81.50 5:44:15 D/M/Y:26/10/2017
16.538 7.45 93.30 16500.00 8911.00 9.62 1.01 7.86 80.60 5:49:16 D/M/Y:26/10/2017
16.535 7.44 93.40 16520.00 8925.00 9.64 1.01 7.60 77.80 5:54:17 D/M/Y:26/10/2017
16.504 7.44 93.60 16530.00 8926.00 9.64 1.01 7.82 80.10 5:59:17 D/M/Y:26/10/2017
16.320 7.41 93.40 16440.00 8882.00 9.59 1.01 7.77 79.50 6:4:18 D/M/Y:26/10/2017
16.492 7.41 93.80 16500.00 8913.00 9.62 1.01 7.36 75.10 6:9:19 D/M/Y:26/10/2017
16.323 7.40 94.00 16510.00 8916.00 9.63 1.01 7.57 77.20 6:14:19 D/M/Y:26/10/2017
16.344 7.40 93.90 16460.00 8888.00 9.59 1.01 7.64 77.90 6:19:20 D/M/Y:26/10/2017
16.341 7.38 94.00 16450.00 8887.00 9.59 1.01 7.32 74.70 6:24:21 D/M/Y:26/10/2017
16.133 7.39 94.30 16460.00 8890.00 9.60 1.01 7.25 74.00 6:29:21 D/M/Y:26/10/2017
16.160 7.38 94.20 16490.00 8906.00 9.61 1.01 7.56 76.90 6:34:22 D/M/Y:26/10/2017
16.179 7.35 94.10 16390.00 8853.00 9.55 1.01 7.44 75.60 6:39:23 D/M/Y:26/10/2017
16.212 7.35 94.00 16400.00 8860.00 9.56 1.01 7.13 72.50 6:44:23 D/M/Y:26/10/2017
16.191 7.34 94.00 16360.00 8838.00 9.53 1.01 7.08 72.00 6:49:24 D/M/Y:26/10/2017
16.160 7.32 93.60 16260.00 8785.00 9.47 1.01 7.02 71.40 6:54:25 D/M/Y:26/10/2017
16.139 7.32 93.70 16280.00 8795.00 9.48 1.01 6.77 68.80 6:59:25 D/M/Y:26/10/2017
15.979 7.33 93.60 16310.00 8810.00 9.50 1.01 7.09 72.00 7:4:26 D/M/Y:26/10/2017
15.984 7.30 93.10 16230.00 8768.00 9.45 1.01 7.01 71.00 7:9:27 D/M/Y:26/10/2017
15.979 7.27 92.70 16200.00 8749.00 9.43 1.01 6.52 66.00 7:14:27 D/M/Y:26/10/2017
15.831 7.27 92.50 16180.00 8741.00 9.42 1.01 6.37 64.50 7:19:28 D/M/Y:26/10/2017
15.852 7.26 91.60 16220.00 8760.00 9.44 1.01 6.57 66.30 7:24:29 D/M/Y:26/10/2017
15.824 7.23 91.20 16110.00 8702.00 9.37 1.01 6.34 64.00 7:29:29 D/M/Y:26/10/2017
15.834 7.22 90.90 16090.00 8692.00 9.36 1.01 6.19 62.50 7:34:30 D/M/Y:26/10/2017
15.830 7.21 89.60 16100.00 8697.00 9.36 1.01 6.19 62.30 7:39:31 D/M/Y:26/10/2017
15.605 7.19 88.20 16050.00 8671.00 9.33 1.01 5.95 59.80 7:44:31 D/M/Y:26/10/2017
15.609 7.18 88.00 16050.00 8671.00 9.33 1.01 5.61 56.40 7:49:32 D/M/Y:26/10/2017
15.583 7.18 88.10 16030.00 8656.00 9.31 1.01 5.75 57.80 7:54:33 D/M/Y:26/10/2017
15.516 7.16 87.20 15990.00 8637.00 9.29 1.01 5.81 58.30 7:59:33 D/M/Y:26/10/2017
15.495 7.15 86.00 15980.00 8631.00 9.28 1.01 5.58 55.90 8:4:34 D/M/Y:26/10/2017
15.355 7.14 85.10 16010.00 8646.00 9.30 1.01 5.50 55.00 8:9:35 D/M/Y:26/10/2017
15.347 7.13 83.00 15980.00 8633.00 9.28 1.01 5.48 54.80 8:14:35 D/M/Y:26/10/2017
15.168 7.13 82.00 15960.00 8623.00 9.27 1.01 5.13 51.30 8:19:36 D/M/Y:26/10/2017
15.176 7.12 81.10 16010.00 8646.00 9.29 1.01 5.26 52.40 8:24:37 D/M/Y:26/10/2017
15.132 7.11 79.40 15970.00 8628.00 9.27 1.01 5.11 50.80 8:29:37 D/M/Y:26/10/2017
15.118 7.10 77.80 15970.00 8626.00 9.27 1.01 5.06 50.30 8:34:38 D/M/Y:26/10/2017
15.078 7.11 77.40 15970.00 8627.00 9.27 1.01 4.80 47.70 8:39:39 D/M/Y:26/10/2017
14.935 7.09 55.30 15990.00 8637.00 9.28 1.01 4.88 48.40 8:44:39 D/M/Y:26/10/2017
14.924 7.09 64.10 15990.00 8634.00 9.28 1.01 4.74 46.90 8:49:40 D/M/Y:26/10/2017
14.762 7.09 66.80 16020.00 8655.00 9.30 1.01 4.81 47.40 8:54:41 D/M/Y:26/10/2017
14.588 7.08 68.20 16060.00 8676.00 9.32 1.01 4.62 45.50 8:59:41 D/M/Y:26/10/2017
14.429 7.08 67.80 16060.00 8677.00 9.32 1.01 4.64 45.60 9:4:42 D/M/Y:26/10/2017
14.049 7.08 66.40 16230.00 8768.00 9.42 1.01 4.69 45.60 9:9:43 D/M/Y:26/10/2017
13.909 7.07 67.00 16350.00 8830.00 9.49 1.01 4.50 43.40 9:14:44 D/M/Y:26/10/2017
13.616 7.07 67.60 16410.00 8864.00 9.52 1.01 4.48 43.10 9:19:44 D/M/Y:26/10/2017
13.974 7.08 67.00 16240.00 8770.00 9.42 1.01 4.40 42.60 9:24:45 D/M/Y:26/10/2017
13.231 7.08 62.00 16470.00 8894.00 9.55 1.01 4.43 42.40 9:29:46 D/M/Y:26/10/2017
13.854 7.07 23.50 16260.00 8784.00 9.43 1.01 4.29 41.50 9:34:46 D/M/Y:26/10/2017
12.962 7.08 7.30 16580.00 8956.00 9.62 1.01 4.46 42.30 9:39:47 D/M/Y:26/10/2017
12.672 7.08 22.60 16680.00 9012.00 9.67 1.01 4.41 41.50 9:44:48 D/M/Y:26/10/2017
13.088 7.07 18.20 16440.00 8878.00 9.53 1.01 4.41 42.20 9:49:48 D/M/Y:26/10/2017
13.340 7.08 -5.50 16400.00 8857.00 9.51 1.01 4.37 41.80 9:54:49 D/M/Y:26/10/2017
13.716 7.07 -9.00 16260.00 8780.00 9.43 1.01 4.34 41.90 9:59:50 D/M/Y:26/10/2017
13.141 7.08 4.80 16540.00 8933.00 9.59 1.01 4.46 42.20 10:4:50 D/M/Y:26/10/2017
13.860 7.07 1.20 16150.00 8725.00 9.37 1.01 4.35 42.10 10:9:51 D/M/Y:26/10/2017
13.858 7.08 -5.60 16150.00 8726.00 9.37 1.01 4.35 42.10 10:14:52 D/M/Y:26/10/2017
14.052 7.07 0.30 16100.00 8698.00 9.34 1.01 4.29 41.70 10:19:52 D/M/Y:26/10/2017
14.195 7.07 6.30 16060.00 8673.00 9.31 1.01 4.19 40.80 10:24:53 D/M/Y:26/10/2017
14.064 7.08 15.70 16060.00 8674.00 9.31 1.01 4.22 41.00 10:29:54 D/M/Y:26/10/2017
14.176 7.07 23.80 16030.00 8661.00 9.30 1.01 4.38 42.70 10:34:54 D/M/Y:26/10/2017
14.199 7.07 -12.20 16040.00 8665.00 9.30 1.01 4.19 40.80 10:39:55 D/M/Y:26/10/2017
14.055 7.10 -3.00 15840.00 8558.00 9.17 1.01 4.82 46.70 10:44:56 D/M/Y:26/10/2017
14.073 7.13 12.50 15460.00 8351.00 8.94 1.01 4.96 48.20 10:49:56 D/M/Y:26/10/2017
14.456 7.15 21.90 14960.00 8079.00 8.63 1.01 5.11 50.10 10:54:57 D/M/Y:26/10/2017
14.284 7.14 28.90 15220.00 8220.00 8.79 1.01 5.13 50.10 10:59:58 D/M/Y:26/10/2017
14.436 7.16 34.30 15100.00 8154.00 8.71 1.01 5.22 51.20 11:4:58 D/M/Y:26/10/2017
14.279 7.16 38.70 14910.00 8053.00 8.60 1.01 4.87 47.70 11:9:59 D/M/Y:26/10/2017
14.541 7.19 41.50 14730.00 7954.00 8.49 1.01 5.15 50.60 11:15:0 D/M/Y:26/10/2017
14.500 7.23 42.90 14600.00 7886.00 8.41 1.01 5.73 56.20 11:20:0 D/M/Y:26/10/2017
14.480 7.21 47.00 14830.00 8008.00 8.55 1.01 5.67 55.60 11:25:1 D/M/Y:26/10/2017
14.516 7.26 50.50 14800.00 7995.00 8.53 1.01 5.51 54.30 11:30:2 D/M/Y:26/10/2017
14.194 7.30 53.50 14610.00 7891.00 8.41 1.01 5.87 57.30 11:35:2 D/M/Y:26/10/2017
14.173 7.27 56.00 14850.00 8021.00 8.56 1.01 6.12 59.60 11:40:3 D/M/Y:26/10/2017
14.310 7.37 58.70 15470.00 8355.00 8.94 1.01 6.64 64.80 11:45:4 D/M/Y:26/10/2017
